Address,Description,Comment 1,Comment 2,Signalling ID,Occurrences,
CC3E:8,R1070B,S1070 to S1040,,R1070B,0,TRUE
CC3F:1,R1070C,S1070 to S1056,,R1070C,0,TRUE
CC3F:2,R1070D,S1070 to S1054,,R1070D,0,TRUE
CC3F:3,R1070E,S1070 to S1036,,R1070E,0,TRUE
CC3F:4,R1071,S1071 to S1083,,R1071,732,TRUE
CC3F:5,R1072AS,S1072 to S1073,,R1072AS,0,TRUE
CC3F:6,R1072BM,S1072 to S1071,,R1072BM,726,TRUE
CC3F:7,R1072BC,S1072 to S1071,,R1072BC,6,TRUE
CC3F:8,R1072CM,S1072 to S1058,,R1072CM,1502,TRUE
CC40:1,R1072CC,S1072 to S1058,,R1072CC,154,TRUE
CC40:2,R1072DM,S1072 to S1040,,R1072DM,106,TRUE
CC40:3,R1072DC,S1072 to S1040,,R1072DC,0,TRUE
CC40:4,R1072EM,S1072 to S1056,,R1072EM,10,TRUE
CC40:5,R1072EC,S1072 to S1056,,R1072EC,0,TRUE
CC40:6,R1072FM,S1072 to S1054,,R1072FM,12,TRUE
CC40:7,R1072FC,S1072 to S1054,,R1072FC,0,TRUE
CC40:8,R1072GM,S1072 to S1036,,R1072GM,0,TRUE
CC41:1,R1073,S1073 to S1083,,R1073,0,TRUE
CC41:2,R1074AM,S1072 to S1058,,R1074AM,290,TRUE
CC41:3,R1074AC,S1072 to S1058,,R1074AC,44,TRUE
CC41:4,R1074BM,S1072 to S1040,,R1074BM,2738,TRUE
CC41:5,R1074BC,S1072 to S1040,,R1074BC,0,TRUE
CC41:6,R1074CM,S1072 to S1056,,R1074CM,84,TRUE
CC41:7,R1074CC,S1072 to S1056,,R1074CC,2,TRUE
CC41:8,R1074DM,S1072 to S1054,,R1074DM,214,TRUE
CC42:1,R1074DC,S1072 to S1054,,R1074DC,0,TRUE
CC42:2,R1074EM,S1072 to S1036,,R1074EM,18,TRUE
CC42:3,R1076,S1076 to S1074,,R1076,539,TRUE
CC42:4,R1080AM,S1080 to S1056,,R1080AM,6,TRUE
CC42:5,R1080AC,S1080 to S1056,,R1080AC,2,TRUE
CC42:6,R1080BM,S1080 to S1054,,R1080BM,118,TRUE
CC42:7,R1080BC,S1080 to S1054,,R1080BC,2,TRUE
CC42:8,R1080CM,S1080 to S1036,,R1080CM,6,TRUE
CC43:1,R1083,S1083 to S1093,,R1083,168,TRUE
CC43:2,R1085,S1085 to S1091,,R1085,960,TRUE
CC43:3,R1088,S1088 to S1072,,R1088,2486,TRUE
CC43:4,R1080DS,S1080 to S1047,,R1080DS,2,TRUE
CC43:5,R1070F,S1070 to S1047,,R1070F,0,TRUE
CC43:6,S1047,,,S1047,0,TRUE
CC43:7,S1051,,,S1051,96,TRUE
CC43:8,S1055,,,S1055,6,TRUE
CC44:1,S1062,,,S1062,368,TRUE
CC44:2,S1065,,,S1065,1716,TRUE
CC44:3,S1067,,,S1067,3308,TRUE
CC44:4,S1069,,,S1069,220,TRUE
CC44:5,S1070,,,S1070,0,TRUE
CC44:6,S1071,,,S1071,762,TRUE
CC44:7,S1072,,,S1072,2514,TRUE
CC44:8,S1073,,,S1073,0,TRUE
CC45:1,S1074,,,S1074,3376,TRUE
CC45:2,S1075,,,S1075,3300,TRUE
CC45:3,S1076,,,S1076,3486,TRUE
CC45:4,S1080,,,S1080,134,TRUE
CC45:5,S1082,S1080R,,S1082,2,TRUE
CC45:6,S1083,,,S1083,1746,TRUE
CC45:7,S1085,,,S1085,962,TRUE
CC45:8,S1088,,,S1088,2490,TRUE
CC46:1,Unused,,,,0,FALSE
CC46:2,Unused,,,,0,FALSE
CC46:3,P3024N,,,P3024N,129,TRUE
CC46:4,P3024R,,,P3024R,128,TRUE
CC46:5,P3025N,,,P3025N,541,TRUE
CC46:6,P3025R,,,P3025R,534,TRUE
CC46:7,P3026N,,,P3026N,341,TRUE
CC46:8,P3026R,,,P3026R,328,TRUE
CC47:1,P3028N,,,P3028N,1,TRUE
CC47:2,P3028R,,,P3028R,0,TRUE
CC47:3,P3029N,,,P3029N,359,TRUE
CC47:4,P3029R,,,P3029R,400,TRUE
CC47:5,P3030N,,,P3030N,415,TRUE
CC47:6,P3030R,,,P3030R,406,TRUE
CC47:7,P3031N,,,P3031N,6,TRUE
CC47:8,P3031R,,,P3031R,7,TRUE
CC48:1,P3032N,,,P3032N,208,TRUE
CC48:2,P3032R,,,P3032R,202,TRUE
CC48:3,P3033N,,,P3033N,681,TRUE
CC48:4,P3033R,,,P3033R,643,TRUE
CC48:5,P3034N,,,P3034N,68,TRUE
CC48:6,P3034R,,,P3034R,60,TRUE
CC48:7,P3047N,,,P3047N,98,TRUE
CC48:8,P3047R,,,P3047R,96,TRUE
CC49:1,P3048N,,,P3048N,32,TRUE
CC49:2,P3048R,,,P3048R,30,TRUE
CC49:3,P3049N,,,P3049N,8,TRUE
CC49:4,P3049R,,,P3049R,6,TRUE
CC49:5,P3059N,,,P3059N,2512,TRUE
CC49:6,P3059R,,,P3059R,2514,TRUE
CC49:7,Unused,,,,0,FALSE
CC49:8,Unused,,,,0,FALSE
CC4A:1,T5118,,,T5118,3396,TRUE
CC4A:2,T5153,,,T5153,2100,TRUE
CC4A:3,T5154,,,T5154,2104,TRUE
CC4A:4,T5155,,,T5155,2046,TRUE
CC4A:5,T5182,,,T5182,1899,TRUE
CC4A:6,T5198,,,T5198,741,TRUE
CC4A:7,Unused,,,,0,FALSE
CC4A:8,Unused,,,,0,FALSE
CC4B:1,CC0369,,Claydon PIIU,369UNK,45,FALSE
CC4B:2,CC0371,,,371UNK,129,FALSE
CC4B:3,CC0374,,,374UNK,59,FALSE
CC4B:4,CC0375,,,375UNK,97,FALSE
CC4B:5,CC0377,,,377UNK,30,FALSE
CC4B:6,CC0378,,,378UNK,77,FALSE
CC4B:7,Unused,,,,0,FALSE
CC4B:8,CC1370,,,1370UNK,0,FALSE
CC4C:1,CC1372,,,1372UNK,18,FALSE
CC4C:2,CC1373,,,1373UNK,0,FALSE
CC4C:3,CC1374,,,1374UNK,10,FALSE
CC4C:4,CC1375,,,1375UNK,18,FALSE
CC4C:5,Unused,,,,0,FALSE
CC4C:6,Unused,,,,0,FALSE
CC4C:7,Unused,,,,0,FALSE
CC4C:8,CC0369,,,369DGK,2964,FALSE
CC4D:1,Unused,,,,0,FALSE
CC4D:2,CC0371 Main,,,371DGK,2946,FALSE
CC4D:3,CC0371 Subs,,,371SGK,0,FALSE
CC4D:4,Unused,,,,0,FALSE
CC4D:5,CC0374,,,374DGK,3088,FALSE
CC4D:6,Unused,,,,0,FALSE
CC4D:7,CC0375,,,375DGK,3033,FALSE
CC4D:8,Unused,,,,0,FALSE
CC4E:1,CC0377 Main,,,377DGK,26,FALSE
CC4E:2,CC0377 Subs,,,377SGK,4,FALSE
CC4E:3,Unused,,,,0,FALSE
CC4E:4,CC0378 Main,,,378DGK,3040,FALSE
CC4E:5,Unused,,,,0,FALSE
CC4E:6,CC0379 RTE,,,379RNK,46,FALSE
CC4E:7,Unused,,,,0,FALSE
CC4E:8,Unused,,,,0,FALSE
CC4F:1,CC0379,,,379DGK,3012,FALSE
CC4F:2,CC0380 RTE,,,380RNK,46,FALSE
CC4F:3,Unused,,,,0,FALSE
CC4F:4,CC0380,,,380DGK,3062,FALSE
CC4F:5,Unused,,,,0,FALSE
CC4F:6,CC1370,OOU,,1370HGK,0,FALSE
CC4F:7,Unused,,,,0,FALSE
CC4F:8,CC1372,R377,,1372HGK,18,FALSE
CC50:1,Unused,,,,0,FALSE
CC50:2,CC1373,OOU,,1373HGK,0,FALSE
CC50:3,Unused,,,,0,FALSE
CC50:4,CC1374,R375,,1374HGK,10,FALSE
CC50:5,Unused,,,,0,FALSE
CC50:6,CC1375,R370,,1375HGK,16,FALSE
CC50:7,CC0378 Subs,,,378SGK,0,FALSE
CC50:8,Unused,,,,0,FALSE
CC51:1,CC1378,R379,,1378HGK,56,FALSE
CC51:2,Unused,,,,0,FALSE
CC51:3,CC1379,R374,,1379HGK,22,FALSE
CC51:4,Unused,,,,0,FALSE
CC51:5,CC1380,RBARS,,1380HGK,46,FALSE
CC51:6,Unused,,,,0,FALSE
CC51:7,Unused,,,,0,FALSE
CC51:8,Unused,,,,0,FALSE
CC52:1,CC2371N,OOU,,2371NWK,5,FALSE
CC52:2,CC2371N,OOU,,2371RWK,0,FALSE
CC52:3,CC2373N,OOU,,2373NWK,1,FALSE
CC52:4,CC2373N,OOU,,2373RWK,0,FALSE
CC52:5,CC2374N,,,2374NWK,61,FALSE
CC52:6,CC2374R,,,2374RWK,28,FALSE
CC52:7,CC2375N,,,2375NWK,49,FALSE
CC52:8,CC2375R,,,2375RWK,32,FALSE
CC53:1,CC2377N,,,2377NWK,93,FALSE
CC53:2,CC2377R,,,2377RWK,74,FALSE
CC53:3,CC2379N,,,2379NWK,29,FALSE
CC53:4,CC2379R,,,2379RWK,30,FALSE
CC53:5,CC2380N,,,2380NWK,49,FALSE
CC53:6,CC2380R,,,2380RWK,40,FALSE
CC53:7,2376N,,,2376NK,7,FALSE
CC53:8,2376R,Claydon GF,,2376RK,0,FALSE
CC54:1,2376F,,,2376FK,0,FALSE
CC54:2,2376FKFL,,,2376FKFL,4,TRUE
CC54:3,Unused,,,,0,FALSE
CC54:4,Unused,,,,0,FALSE
CC54:5,Unused,,,,0,FALSE
CC54:6,Unused,,,,0,FALSE
CC54:7,Unused,,,,0,FALSE
CC54:8,Unused,,,,0,FALSE
CC55:1,CC0183 RTE,,Ardleigh RIIU,183UNK,3307,FALSE
CC55:2,CC0184 RTE,,,184UNK,3314,FALSE
CC55:3,Unused,,,,0,FALSE
CC55:4,Unused,,,,0,FALSE
CC55:5,CC0183,,,S183DGK,3309,FALSE
CC55:6,CC0184,,,S184DGK,3390,FALSE
CC55:7,Unused,,,,0,FALSE
CC55:8,Unused,,,,0,FALSE
CC56:1,CC0427 RTE,,Diss PIIU,427UNK,70,FALSE
CC56:2,CC0429 RTE,,,429UNK,66,FALSE
CC56:3,CC0430 RTE,,,430UNK,92,FALSE
CC56:4,CC0431 RTE,,,431UNK,36,FALSE
CC56:5,CC0433 RTE,,,433UNK,14,FALSE
CC56:6,CC0436 RTE,,,436UNK,106,FALSE
CC56:7,Unused,SP1 RTE,,SP1-UNK,0,FALSE
CC56:8,CC1408 RTE,,,1408UNK,8,FALSE
CC57:1,CC1409 RTE,,,1409UNK,8,FALSE
CC57:2,CC1411 RTE,,,1411UNK,6,FALSE
CC57:3,CC1413 RTE,,,1413UNK,6,FALSE
CC57:4,CC1414 RTE,,,1414UNK,12,FALSE
CC57:5,Unused,,,,0,FALSE
CC57:6,Unused,,,,0,FALSE
CC57:7,CC0423 RTE,,,423RNK,128,FALSE
CC57:8,Unused,,,,0,FALSE
CC58:1,CC0423,,,423DGK,1557,FALSE
CC58:2,CC0424 RTE,,,424RNK,129,FALSE
CC58:3,Unused,,,,0,FALSE
CC58:4,CC0424,,,424DGK,1600,FALSE
CC58:5,Unused,,,,0,FALSE
CC58:6,CC0424,Repeats 58:4,,424DGK,1600,FALSE
CC58:7,Unused,,,,0,FALSE
CC58:8,CC0427,,,427DGK,1493,FALSE
CC59:1,Unused,,,,0,FALSE
CC59:2,CC0429 Main,,,429DGK,1509,FALSE
CC59:3,CC0429 Subs,,,429SGK,0,FALSE
CC59:4,Unused,,,,0,FALSE
CC59:5,CC0430 Main,,,430DGK,1472,FALSE
CC59:6,CC0430 Subs,,,430SGK,0,FALSE
CC59:7,Unused,,,,0,FALSE
CC59:8,CC0431,,,431DGK,1487,FALSE
CC5A:1,Unused,,,,0,FALSE
CC5A:2,Unused,,,,0,FALSE
CC5A:3,CC0433 Main,,,433DGK,4,FALSE
CC5A:4,CC0433 Subs,,,433SGK,10,FALSE
CC5A:5,Unused,,,,0,FALSE
CC5A:6,CC0436 Main,,,436DGK,1525,FALSE
CC5A:7,CC0436 Subs,,,436SGK,4,FALSE
CC5A:8,CC0439 RTE,,,439RNK,63,FALSE
CC5B:1,Unused,,,,0,FALSE
CC5B:2,CC0439,,,439DGK,1497,FALSE
CC5B:3,CC0442 RTE,,,442RNK,33,FALSE
CC5B:4,Unused,,,,0,FALSE
CC5B:5,CC0442,,,442DGK,1501,FALSE
CC5B:6,CC0443 RTE,,,443RNK,51,FALSE
CC5B:7,Unused,,,,0,FALSE
CC5B:8,CC0443,,,443DGK,1501,FALSE
CC5C:1,CC0448 RTE,,,448RNK,47,FALSE
CC5C:2,Unused,,,,0,FALSE
CC5C:3,CC0448,,,448DGK,1507,FALSE
CC5C:4,CC0453 RTE,,,453RNK,62,FALSE
CC5C:5,Unused,,,,0,FALSE
CC5C:6,CC0453,,,453DGK,1494,FALSE
CC5C:7,Unused,,,,0,FALSE
CC5C:8,CC0454 RTE,,,454RNK,29,FALSE
CC5D:1,Unused,,,,0,FALSE
CC5D:2,CC0454,,,454DGK,1525,FALSE
CC5D:3,CC0460 RTE,,,460RNK,23,FALSE
CC5D:4,Unused,,,,0,FALSE
CC5D:5,CC0460,,,460DGK,1491,FALSE
CC5D:6,Unused,,,,0,FALSE
CC5D:7,Unused,SP1 Main,,SP1-DGK,0,FALSE
CC5D:8,Unused,SP1 Subs,,SP1-SGK,0,FALSE
CC5E:1,Unused,,,,0,FALSE
CC5E:2,CC1408,,,1408HGK,8,FALSE
CC5E:3,Unused,,,,0,FALSE
CC5E:4,CC1409,,,1409HGK,8,FALSE
CC5E:5,Unused,,,,0,FALSE
CC5E:6,CC1411,,,1411HGK,6,FALSE
CC5E:7,Unused,,,,0,FALSE
CC5E:8,CC1413,,,1413HGK,6,FALSE
CC5F:1,Unused,,,,0,FALSE
CC5F:2,CC1414,,,1414HGK,12,FALSE
CC5F:3,Unused,,,,0,FALSE
CC5F:4,CC1416,,,1416HGK,0,FALSE
CC5F:5,Unused,,,,0,FALSE
CC5F:6,Unused,,,,0,FALSE
CC5F:7,CC2451N,,,2451NWK,17,FALSE
CC5F:8,CC2451R,,,2451RWK,12,FALSE
CC60:1,CC2455N,,,2455NWK,27,FALSE
CC60:2,CC2455R,,,2455RWK,18,FALSE
CC60:3,CC2455N,Repeats 60:1,,2456NWK,27,FALSE
CC60:4,CC2455R,Repeats 60:2,,2456RWK,18,FALSE
CC60:5,CC2457N,,,2457NWK,19,FALSE
CC60:6,CC2457R,,,2457RWK,12,FALSE
CC60:7,CC2458N,,,2458NWK,19,FALSE
CC60:8,CC2458R,,,2458RWK,18,FALSE
CC61:1,CC2459N,,,2459NWK,5,FALSE
CC61:2,CC2459R,,,2459RWK,4,FALSE
CC61:3,Unused,,,,0,FALSE
CC61:4,2479N,Flordon GSP,,2479NK,3,FALSE
CC61:5,2479R,,,2479RK,0,FALSE
CC61:6,2479F,,,2479FK,14,FALSE
CC61:7,Unused,,,,0,FALSE
CC61:8,Unused,,,,0,FALSE
CC62:1,R617AM,CC0617 to CC0619,Felixstowe SSI,R617AM,1627,TRUE
CC62:2,R616AM,CC0616 to CC0612,,R616AM,1682,TRUE
CC62:3,R615AM,CC0615 to CC0617,,R615AM,1600,TRUE
CC62:4,R614AM,CC0614 to CC0612,,R614AM,640,TRUE
CC62:5,R613AM,CC0613 to CC0615,,R613AM,1599,TRUE
CC62:6,R612AM,CC0612 to CC0404,,R612AM,2242,TRUE
CC62:7,R611BM,CC0611 to CC0613,,R611BM,1655,TRUE
CC62:8,R611AM,CC0611 to SX2003,,R611AM,648,TRUE
CC63:1,R624AM,CC0624 to CC0622,,R624AM,922,TRUE
CC63:2,R622AM,CC0622 to CC0620,,R622AM,1632,TRUE
CC63:3,R621BM,CC0621 to CC0641,,R621BM,258,TRUE
CC63:4,R621AM,CC0621 to CCFTSN,,R621AM,660,TRUE
CC63:5,R620AM,CC0620 to CC0618,,R620AM,1636,TRUE
CC63:6,R619BM,CC0619 to CCNQ02,,R619BM,812,TRUE
CC63:7,R619AM,CC0619 to CC0621,,R619AM,930,TRUE
CC63:8,R618AM,CC0618 to CC0616,,R618AM,1652,TRUE
CC64:1,R841BS,CC0841 to CCSDG2,,R841BS,64,TRUE
CC64:2,R841AS,CC0841 to CCSDG1,,R841AS,222,TRUE
CC64:3,R644AM,CC0644 to CC0642,,R644AM,274,TRUE
CC64:4,R642AM,CC0642 to CC0624,,R642AM,252,TRUE
CC64:5,R641AS,CC0641 to CC0841,,R641AS,262,TRUE
CC64:6,R634AM,CC0634 to CC0632,,R634AM,830,TRUE
CC64:7,R632AM,CC0632 to CC0622,,R632AM,858,TRUE
CC64:8,R626AM,CC0626 to CC0624,,R626AM,658,TRUE
CC65:1,R846AS,CC0846 to CC0644,,R846AS,126,TRUE
CC65:2,R844AS,CC0844 to CC0644,,R844AS,56,TRUE
CC65:3,R842AS,CC0842 to CC0644,,R842AS,272,TRUE
CC65:4,R841CS,CC0841 to CCSDCR,,R841CS,86,TRUE
CC65:5,Unused,,,,0,FALSE
CC65:6,Unused,,,,0,FALSE
CC65:7,Unused,CC0616R,,S616R,2,FALSE
CC65:8,CC0615,,,S615,1606,FALSE
CC66:1,CC0615BR,,,S615BR,1612,FALSE
CC66:2,CC0614,,,S614,638,FALSE
CC66:3,CC0613,,,S613,1673,FALSE
CC66:4,Unused,CC0613R,,S613R,2,FALSE
CC66:5,CC0612,,,S612,2346,FALSE
CC66:6,CC0611,,,S611,2244,FALSE
CC66:7,Unused,CC0626R,,S620R,2,FALSE
CC66:8,CC0619,,,S619,1726,FALSE
CC67:1,Unused,CC0619R,,S619R,2,FALSE
CC67:2,CC0618,,,S618,1662,FALSE
CC67:3,CC0618BR,,,S618BR,1662,FALSE
CC67:4,CC0617,,,S617,1670,FALSE
CC67:5,Unused,CC0617R,,S617R,2,FALSE
CC67:6,CC0616,,,S616,1676,FALSE
CC67:7,Unused,CC0632R,,S632R,2,FALSE
CC67:8,CC0626,,,S626,702,FALSE
CC68:1,Unused,CC0626R,,S626R,2,FALSE
CC68:2,CC0624,,,S624,916,FALSE
CC68:3,CC0622,,,S622,1656,FALSE
CC68:4,Unused,CC0622R,,S622R,2,FALSE
CC68:5,CC0621,,,S621,910,FALSE
CC68:6,CC0620,,,S620,1694,FALSE
CC68:7,CC0842,,,S842,280,FALSE
CC68:8,CC0841,,,S841,376,FALSE
CC69:1,CC0644,,,S644,266,FALSE
CC69:2,CC0642,,,S642,252,FALSE
CC69:3,Unused,CC0642R,,S642R,2,FALSE
CC69:4,CC0641,,,S641,254,FALSE
CC69:5,CC0634,,,S634,854,FALSE
CC69:6,CC0632,,,S632,854,FALSE
CC69:7,CC0404,,,SD404,2301,FALSE
CC69:8,Unused,NQ2,,SNQ2,0,FALSE
CC6A:1,CC0846,,,S846,126,FALSE
CC6A:2,CC0844,,,S844,56,FALSE
CC6A:3,Unused,,,,0,FALSE
CC6A:4,Unused,,,,0,FALSE
CC6A:5,Unused,,,,0,FALSE
CC6A:6,CC0285 RTE,,Ipswich A (South) PIIU,285UNK,3172,FALSE
CC6A:7,CC0290 RTE,,,290UNK,12,FALSE
CC6A:8,CC0292 RTE,,,292UNK,735,FALSE
CC6B:1,CC0294 RTE,,,294UNK,2488,FALSE
CC6B:2,CC0295 RTE,,,295UNK,2928,FALSE
CC6B:3,CC0297 RTE,,,297UNK,260,FALSE
CC6B:4,CC0302 RTE,,,302UNK,605,FALSE
CC6B:5,CC0304 RTE,,,304UNK,260,FALSE
CC6B:6,CC0306 RTE,,,306UNK,452,FALSE
CC6B:7,CC0308 RTE,,,308UNK,1960,FALSE
CC6B:8,CC0311 RTE,,,311UNK,976,FALSE
CC6C:1,CC0313 RTE,,,313UNK,2352,FALSE
CC6C:2,CC0315 RTE,,,315UNK,64,FALSE
CC6C:3,CC0317 RTE,,,317UNK,608,FALSE
CC6C:4,CC0319 RTE,,,319UNK,1288,FALSE
CC6C:5,CC0326 RTE,,,326UNK,3224,FALSE
CC6C:6,CC0328 RTE,,,328UNK,1497,FALSE
CC6C:7,CC0787 RTE,,,787UNK,8,FALSE
CC6C:8,CC0789 RTE,,,789UNK,4,FALSE
CC6D:1,CC0791 RTE,OOU,,791UNK,0,FALSE
CC6D:2,CC0793 RTE,OOU,,793UNK,0,FALSE
CC6D:3,CC0797 RTE,,,797UNK,122,FALSE
CC6D:4,CC0799 RTE,,,799UNK,788,FALSE
CC6D:5,CC0804 RTE,,,804UNK,162,FALSE
CC6D:6,CC0806 RTE,,,806UNK,100,FALSE
CC6D:7,CC0808 RTE,,,808UNK,986,FALSE
CC6D:8,CC0812 RTE,,,812UNK,246,FALSE
CC6E:1,CC0814 RTE,,,814UNK,342,FALSE
CC6E:2,CC0815 RTE,,,815UNK,98,FALSE
CC6E:3,CC0816 RTE,,,816UNK,438,FALSE
CC6E:4,CC0818 RTE,,,818UNK,78,FALSE
CC6E:5,CC0820 RTE,,,820UNK,492,FALSE
CC6E:6,Unused,,,,0,FALSE
CC6E:7,Unused,,,,0,FALSE
CC6E:8,Unused,,,,0,FALSE
CC6F:1,CC0285 Main,,,285DGK,3180,FALSE
CC6F:2,CC0285 Subs,,,285SGK,6,FALSE
CC6F:3,Unused,,,,0,FALSE
CC6F:4,CC0290 Main,,,290DGK,8,FALSE
CC6F:5,CC0290 Subs,,,290SGK,4,FALSE
CC6F:6,Unused,,,,0,FALSE
CC6F:7,CC0292,,,292DGK,733,FALSE
CC6F:8,Unused,,,,0,FALSE
CC70:1,CC0295 Main,,,295DGK,2740,FALSE
CC70:2,CC0295 Subs,,,295SGK,158,FALSE
CC70:3,Unused,,,,0,FALSE
CC70:4,CC0297 Main,,,297DGK,288,FALSE
CC70:5,CC0297 Subs,,,297SGK,2,FALSE
CC70:6,Unused,,,,0,FALSE
CC70:7,CC0302,,,302DGK,597,FALSE
CC70:8,Unused,,,,0,FALSE
CC71:1,CC0304,,,304DGK,248,FALSE
CC71:2,Unused,,,,0,FALSE
CC71:3,CC0306,,,306DGK,452,FALSE
CC71:4,Unused,,,,0,FALSE
CC71:5,CC0308,,,308DGK,1954,FALSE
CC71:6,Unused,,,,0,FALSE
CC71:7,CC0311 Main,,,311DGK,898,FALSE
CC71:8,CC0311 Subs,,,311SGK,80,FALSE
CC72:1,Unused,,,,0,FALSE
CC72:2,CC0313 Main,,,313DGK,1870,FALSE
CC72:3,CC0313 Subs,,,313SGK,444,FALSE
CC72:4,Unused,,,,0,FALSE
CC72:5,CC0315 Main,,,315DGK,20,FALSE
CC72:6,CC0315 Subs,,,315SGK,42,FALSE
CC72:7,Unused,,,,0,FALSE
CC72:8,CC0317 Main,,,317DGK,548,FALSE
CC73:1,CC0317 Subs,,,317SGK,58,FALSE
CC73:2,Unused,,,,0,FALSE
CC73:3,CC0319 Main,,,319DGK,1254,FALSE
CC73:4,CC0319 Subs,,,319SGK,24,FALSE
CC73:5,Unused,,,,0,FALSE
CC73:6,CC0322 Main,,,322DGK,124,FALSE
CC73:7,CC0322 Subs,,,322SGK,22,FALSE
CC73:8,Unused,,,,0,FALSE
CC74:1,CC0326 Main,,,326DGK,2384,FALSE
CC74:2,CC0326 Subs,,,326SGK,704,FALSE
CC74:3,Unused,,,,0,FALSE
CC74:4,CC0328 Main,,,328DGK,1228,FALSE
CC74:5,CC0328 Subs,,,328SGK,234,FALSE
CC74:6,Unused,,,,0,FALSE
CC74:7,CC0787,,,787HGK,8,FALSE
CC74:8,Unused,,,,0,FALSE
CC75:1,CC0789,,,789HGK,4,FALSE
CC75:2,Unused,,,,0,FALSE
CC75:3,CC0791,OOU,,791HGK,0,FALSE
CC75:4,Unused,,,,0,FALSE
CC75:5,CC0793,OOU,,793HGK,0,FALSE
CC75:6,Unused,,,,0,FALSE
CC75:7,CC0797,,,797HGK,122,FALSE
CC75:8,Unused,,,,0,FALSE
CC76:1,CC0799,,,799HGK,784,FALSE
CC76:2,Unused,,,,0,FALSE
CC76:3,CC0804,,,804HGK,162,FALSE
CC76:4,Unused,,,,0,FALSE
CC76:5,CC0806,,,806HGK,96,FALSE
CC76:6,Unused,,,,0,FALSE
CC76:7,CC0807,,,807HGK,202,FALSE
CC76:8,Unused,,,,0,FALSE
CC77:1,CC0808,,,808HGK,980,FALSE
CC77:2,Unused,,,,0,FALSE
CC77:3,CC0812,,,812HGK,242,FALSE
CC77:4,Unused,,,,0,FALSE
CC77:5,CC0814,,,814HGK,342,FALSE
CC77:6,Unused,,,,0,FALSE
CC77:7,CC0815,,,815HGK,98,FALSE
CC77:8,Unused,,,,0,FALSE
CC78:1,CC0816,,,816HGK,424,FALSE
CC78:2,Unused,,,,0,FALSE
CC78:3,CC0817,,,817HGK,0,FALSE
CC78:4,Unused,,,,0,FALSE
CC78:5,CC0820,,,820HGK,488,FALSE
CC78:6,Unused,,,,0,FALSE
CC78:7,CC0822,,,822HGK,302,FALSE
CC78:8,Unused,,,,0,FALSE
CC79:1,Unused,,,,0,FALSE
CC79:2,CC1303N,,,1303NWK,30,FALSE
CC79:3,CC1303R,,,1303RWK,18,FALSE
CC79:4,CC1310N,,,1310NWK,1359,FALSE
CC79:5,CC1310R,,,1310RWK,1361,FALSE
CC79:6,CC1311N,,,1311NWK,584,FALSE
CC79:7,CC1311R,,,1311RWK,588,FALSE
CC79:8,CC1312N,,,1312NWK,188,FALSE
CC7A:1,CC1312R,,,1312RWK,186,FALSE
CC7A:2,CC1321N,,,1321NWK,463,FALSE
CC7A:3,CC1321R,,,1321RWK,479,FALSE
CC7A:4,CC1322N,,,1322NWK,992,FALSE
CC7A:5,CC1322R,,,1322RWK,1000,FALSE
CC7A:6,CC1323N,,,1323NWK,1716,FALSE
CC7A:7,CC1323R,,,1323RWK,1716,FALSE
CC7A:8,CC1324N,,,1324NWK,174,FALSE
CC7B:1,CC1324R,,,1324RWK,170,FALSE
CC7B:2,CC1326N,,,1326NWK,1083,FALSE
CC7B:3,CC1326R,,,1326RWK,1079,FALSE
CC7B:4,CC1327N,,,1327NWK,394,FALSE
CC7B:5,CC1327R,,,1327RWK,394,FALSE
CC7B:6,CC1329N,,,1329NWK,1437,FALSE
CC7B:7,CC1329R,,,1329RWK,1437,FALSE
CC7B:8,CC1331N,,,1331NWK,1019,FALSE
CC7C:1,CC1331R,,,1331RWK,1003,FALSE
CC7C:2,CC1332N,,,1332NWK,1159,FALSE
CC7C:3,CC1332R,,,1332RWK,1151,FALSE
CC7C:4,CC1333N,,,1333NWK,525,FALSE
CC7C:5,CC1333R,,,1333RWK,523,FALSE
CC7C:6,CC1334N,,,1334NWK,104,FALSE
CC7C:7,CC1334R,,,1334RWK,102,FALSE
CC7C:8,CC1336N,,,1336NWK,316,FALSE
CC7D:1,CC1336R,,,1336RWK,276,FALSE
CC7D:2,CC1337N,,,1337NWK,303,FALSE
CC7D:3,CC1337R,,,1337RWK,333,FALSE
CC7D:4,CC1341N,,,1341NWK,1404,FALSE
CC7D:5,CC1341R,,,1341RWK,1406,FALSE
CC7D:6,CC1342N,,,1342NWK,1718,FALSE
CC7D:7,CC1342R,,,1342RWK,1720,FALSE
CC7D:8,CC1343N,,,1343NWK,572,FALSE
CC7E:1,CC1343R,,,1343RWK,570,FALSE
CC7E:2,Unused,,,,0,FALSE
CC7E:3,Unused,,,,0,FALSE
CC7E:4,CC0331 RTE,,Ipswich B (North) PIIU,331UNK,2524,FALSE
CC7E:5,CC0333 RTE,,,333UNK,736,FALSE
CC7E:6,CC0335 RTE,,,335UNK,1178,FALSE
CC7E:7,CC0337 RTE,,,337UNK,134,FALSE
CC7E:8,CC0341 RTE,,,341UNK,382,FALSE
CC7F:1,CC0346 RTE,,,346UNK,2755,FALSE
CC7F:2,CC0348 RTE,,,348UNK,2129,FALSE
CC7F:3,CC0827 RTE,,,827UNK,224,FALSE
CC7F:4,CC0828 RTE,,,828UNK,0,FALSE
CC7F:5,CC0829 RTE,,,829UNK,332,FALSE
