Address,Description,Comment 1,Comment 2,Signalling ID,Occurrences,
CC7F:6,CC0830 RTE,,,830UNK,0,FALSE
CC7F:7,CC0831 RTE,,,831UNK,0,FALSE
CC7F:8,CC0832 RTE,,,832UNK,784,FALSE
CC80:1,CC0351 RTE,,,351UNK,222,FALSE
CC80:2,CC0366 RTE,,,366UNK,838,FALSE
CC80:3,CC0367 RTE,,,367UNK,310,FALSE
CC80:4,CC0352 RTE,,,352UNK,324,FALSE
CC80:5,Unused,this,,,0,FALSE
CC80:6,Unused,place,,,640,FALSE
CC80:7,Unused,doesn't,,,0,FALSE
CC80:8,Unused,exist,,,40,FALSE
CC81:1,Unused,,,,42,FALSE
CC81:2,Unused,but,,,519,FALSE
CC81:3,Unused,it's,,,0,FALSE
CC81:4,Unused,used?,,,0,FALSE
CC81:5,CC0331,,,331DGK,2544,FALSE
CC81:6,CC0333,,,333DGK,732,FALSE
CC81:7,CC0335,,,335DGK,1172,FALSE
CC81:8,CC0337,,,337DGK,132,FALSE
CC82:1,CC0341,,,341DGK,372,FALSE
CC82:2,Unused,CC0341 Subs,,341SGK,512,FALSE
CC82:3,CC0346 Main,,,346DGK,2728,FALSE
CC82:4,CC0346 Subs,,,346SGK,4,FALSE
CC82:5,CC0348 Main,,,348DGK,1664,FALSE
CC82:6,CC0348 Subs,,,348SGK,411,FALSE
CC82:7,CC0834,,,834HGK,515,FALSE
CC82:8,CC0827,,,827HGK,222,FALSE
CC83:1,CC0828,,,828HGK,0,FALSE
CC83:2,CC0829,,,829HGK,346,FALSE
CC83:3,CC0830,,,830HGK,0,FALSE
CC83:4,CC0831,,,831HGK,0,FALSE
CC83:5,CC0832,R401,,832HGK,780,FALSE
CC83:6,CC0400,,,400DGK,2409,FALSE
CC83:7,CC0400 red,,,400RGK,2403,FALSE
CC83:8,CC0401,,,401DGK,2131,FALSE
CC84:1,CC0401 red,,,403DGK,2109,FALSE
CC84:2,CC0403 red,,,403RGK,8,FALSE
CC84:3,CC0351,,,351DGK,224,FALSE
CC84:4,CC0351 red,,,351RGK,226,FALSE
CC84:5,CC0352,,,352DGK,324,FALSE
CC84:6,CC0352 red,,,352RGK,326,FALSE
CC84:7,CC0366,,,366DGK,3163,FALSE
CC84:8,CC0366 red,,,366RGK,3161,FALSE
CC85:1,CC0367,,,367DGK,2769,FALSE
CC85:2,CC0367 red,,,367RGK,2763,FALSE
CC85:3,CC0370 red,,,370RGK,4,FALSE
CC85:4,,this,,,542,TRUE
CC85:5,CC0343 Main,place,,343DGK,540,FALSE
CC85:6,CC0343 Subs,doesn't,,,112,FALSE
CC85:7,,exist,,,0,TRUE
CC85:8,,,,,40,TRUE
CC86:1,CC0835,but,,,38,FALSE
CC86:2,CC0837,it's,,,44,FALSE
CC86:3,,used?,,,42,TRUE
CC86:4,CC1351N,,,1351NWK,924,FALSE
CC86:5,CC1351R,,,1351RWK,932,FALSE
CC86:6,CC1344N,,,1352NWK,141,FALSE
CC86:7,CC1344R,,,1352RWK,123,FALSE
CC86:8,CC1353N,,,1353NWK,141,FALSE
CC87:1,CC1353R,,,1353RWK,123,FALSE
CC87:2,CC1354N,,,1354NWK,392,FALSE
CC87:3,CC1354R,,,1354RWK,412,FALSE
CC87:4,CC1355N,,,1355NWK,35,FALSE
CC87:5,CC1355R,,,1355RWK,27,FALSE
CC87:6,CC1361N,,,1361NWK,759,FALSE
CC87:7,CC1361R,,,1361RWK,747,FALSE
CC87:8,CC1362N,,,1362NWK,336,FALSE
CC88:1,CC1362R,,,1362RWK,326,FALSE
CC88:2,CC1363N,,,1363NWK,310,FALSE
CC88:3,CC1363R,,,1363RWK,300,FALSE
CC88:4,CC1364N,,,1364NWK,202,FALSE
CC88:5,CC1364R,,,1364RWK,190,FALSE
CC88:6,CC1365N,,,1365NWK,1259,FALSE
CC88:7,CC1365R,,,1365RWK,1257,FALSE
CC88:8,CC1367N,CC1370AN,,1370ANWK,214,FALSE
CC89:1,CC1367R,CC1370AR,,1370ARWK,212,FALSE
CC89:2,CC1368N,CC1370BN,,1370BNWK,214,FALSE
CC89:3,CC1368R,CC1370BR,,1370BRWK,212,FALSE
CC89:4,CC1370N,CC1371N,,1371NWK,216,FALSE
CC89:5,CC1370R,CC1371R,,1371RWK,214,FALSE
CC89:6,CC1372N,,,1372NWK,455,FALSE
CC89:7,CC1372R,,,1372RWK,455,FALSE
CC89:8,CC1371N,CC1383AN,,1383ANWK,202,FALSE
CC8A:1,CC1371R,CC1383AR,,1383ARWK,202,FALSE
CC8A:2,CC1383N,CC1383BN,,1383BNWK,204,FALSE
CC8A:3,CC1383R,CC1383BR,,1383BRWK,202,FALSE
CC8A:4,CC1384N,,,1384NWK,204,FALSE
CC8A:5,CC1384R,,,1384RWK,202,FALSE
CC8A:6,CC1385N,,,1385NWK,412,FALSE
CC8A:7,CC1385R,,,1385RWK,410,FALSE
CC8A:8,CC1344N,,,,739,FALSE
CC8B:1,CC1344R,,,,735,FALSE
CC8B:2,,,,,266,TRUE
CC8B:3,,,,,258,TRUE
CC8B:4,,,,,264,TRUE
CC8B:5,,,,,256,TRUE
CC8B:6,,,,,383,TRUE
CC8B:7,,,,,377,TRUE
CC8B:8,,,,,371,TRUE
CC8C:1,CC1367N,,,,777,TRUE
CC8C:2,CC1367R,,,,748,TRUE
CC8C:3,CC1368N,,,,799,TRUE
CC8C:4,CC1368R,,,,748,TRUE
CC8C:5,,,,,0,TRUE
CC8C:6,,,,,0,TRUE
CC8C:7,,,,,0,TRUE
CC8C:8,,,,,0,TRUE
CC8D:1,,,,,0,TRUE
CC8D:2,CC0543 RTE,,Norwich A (South) PIIU,543UNK,88,FALSE
CC8D:3,CC0549 RTE,,,549UNK,1479,FALSE
CC8D:4,CC0550 RTE,,,550UNK,32,FALSE
CC8D:5,CC0552 RTE,,,552UNK,2680,FALSE
CC8D:6,CC0554 RTE,,,554UNK,36,FALSE
CC8D:7,CC0557 RTE,,,557UNK,1489,FALSE
CC8D:8,CC0559 RTE,,,559UNK,1266,FALSE
CC8E:1,CC0561 RTE,,,561UNK,94,FALSE
CC8E:2,CC0564 RTE,,,564UNK,1462,FALSE
CC8E:3,CC0566 RTE,,,566UNK,1212,FALSE
CC8E:4,CC0891 RTE,,,891UNK,1304,FALSE
CC8E:5,,SP1 RTE,,SP1UNK,0,FALSE
CC8E:6,CC1747 RTE,,,1747UNK,0,FALSE
CC8E:7,CC1749 RTE,,,1749UNK,14,FALSE
CC8E:8,CC1751 RTE,OOU,,1751UNK,0,FALSE
CC8F:1,CC1757 RTE,,,1757UNK,43,FALSE
CC8F:2,CC1758 RTE,,,1758UNK,93,FALSE
CC8F:3,CC1760 RTE,,,1760UNK,2750,FALSE
CC8F:4,CC1762 RTE,,,1762UNK,60,FALSE
CC8F:5,,,,400UNK,604,FALSE
CC8F:6,,,,401UNK,649,FALSE
CC8F:7,CC0541 RTE,,,541RNK,62,FALSE
CC8F:8,Unused,,,,0,FALSE
CC90:1,CC0541,,,541DGK,1482,FALSE
CC90:2,Unused,,,,0,FALSE
CC90:3,CC0543,,,543DGK,1523,FALSE
CC90:4,CC0546 RTE,,,546RNK,41,FALSE
CC90:5,Unused,,,,0,FALSE
CC90:6,CC0546,,,546DGK,1499,FALSE
CC90:7,Unused,,,,0,FALSE
CC90:8,CC0549 Main,,,549DGK,1483,FALSE
CC91:1,CC0549 Subs,,,549SGK,0,FALSE
CC91:2,Unused,,,,0,FALSE
CC91:3,CC0550 Main,,,550DGK,32,FALSE
CC91:4,CC0550 Subs,,,550SGK,0,FALSE
CC91:5,Unused,,,,0,FALSE
CC91:6,CC0552,,,552DGK,2670,FALSE
CC91:7,Unused,,,,0,FALSE
CC91:8,CC0554,,,554DGK,36,FALSE
CC92:1,Unused,,,,0,FALSE
CC92:2,CC0557 Main,,,557DGK,1395,FALSE
CC92:3,CC0557 Subs,,,557SGK,86,FALSE
CC92:4,Unused,,,,0,FALSE
CC92:5,CC0559 Main,,,559DGK,1262,FALSE
CC92:6,CC0559 Subs,,,559SGK,2,FALSE
CC92:7,Unused,,,,0,FALSE
CC92:8,CC0561 Main,,,561DGK,34,FALSE
CC93:1,CC0561 Subs,,,561SGK,58,FALSE
CC93:2,Unused,,,,0,FALSE
CC93:3,CC0564,,,564DGK,1460,FALSE
CC93:4,Unused,,,,0,FALSE
CC93:5,CC0566,,,566DGK,1208,FALSE
CC93:6,CC0877 RTE,,,877RNK,42,FALSE
CC93:7,Unused,,,,0,FALSE
CC93:8,CC0877,,,877DGK,1312,FALSE
CC94:1,CC0878 RTE,,,878RNK,16,FALSE
CC94:2,Unused,,,,0,FALSE
CC94:3,CC0878,,,878DGK,1246,FALSE
CC94:4,CC0890 RTE,,,890RNK,32,FALSE
CC94:5,Unused,,,,0,FALSE
CC94:6,CC0890,,,890DGK,1250,FALSE
CC94:7,Unused,,,,0,FALSE
CC94:8,CC0891,,,891DGK,1298,FALSE
CC95:1,Unused,,,,0,FALSE
CC95:2,,SP1 Main,,SP1DGK,0,FALSE
CC95:3,,SP1 Subs,,SP1SGK,0,FALSE
CC95:4,Unused,,,,0,FALSE
CC95:5,CC1747,,,1747HGK,0,FALSE
CC95:6,Unused,,,,0,FALSE
CC95:7,CC1749,,,1749HGK,14,FALSE
CC95:8,Unused,,,,0,FALSE
CC96:1,CC1751,OOU,,1751HGK,0,FALSE
CC96:2,Unused,,,,0,FALSE
CC96:3,CC1757,,,1757HGK,43,FALSE
CC96:4,Unused,,,,0,FALSE
CC96:5,CC1758,,,1758HGK,91,FALSE
CC96:6,Unused,,,,0,FALSE
CC96:7,CC1760,Trowse SBJ,,1760HGK,2742,FALSE
CC96:8,Unused,,,,0,FALSE
CC97:1,CC1762,XNC West,,1762HGK,60,FALSE
CC97:2,Unused,,,,0,FALSE
CC97:3,Unused,,,,0,FALSE
CC97:4,CC2837N,,,2837NWK,33,FALSE
CC97:5,CC2837R,,,2837RWK,32,FALSE
CC97:6,CC2838N,,,2838NWK,680,FALSE
CC97:7,CC2838R,,,2838RWK,685,FALSE
CC97:8,CC2839N,Cp & Sc,,2839NWK,1,FALSE
CC98:1,CC2839R,Nrm UFN 03,,2839RWK,0,FALSE
CC98:2,CC2840N,,,2840NWK,1270,FALSE
CC98:3,CC2840R,,,2840RWK,1271,FALSE
CC98:4,CC2841N,,,2841NWK,79,FALSE
CC98:5,CC2841R,,,2841RWK,78,FALSE
CC98:6,CC2843N,,,2843NWK,71,FALSE
CC98:7,CC2843R,,,2843RWK,70,FALSE
CC98:8,CC2844N,,,2844NWK,69,FALSE
CC99:1,CC2844R,,,2844RWK,66,FALSE
CC99:2,CC2845N,,,2845NWK,1332,FALSE
CC99:3,CC2845R,,,2845RWK,1388,FALSE
CC99:4,CC2848N,,,2848NWK,1969,FALSE
CC99:5,CC2848R,,,2848RWK,1961,FALSE
CC99:6,CC2849N,,,2849NWK,154,FALSE
CC99:7,CC2849R,,,2849RWK,152,FALSE
CC99:8,CC2846N,Trowse SBJ,,2846NK,4,FALSE
CC9A:1,CC2846R,Trowse SBJ,,2846RK,0,FALSE
CC9A:2,Unused,,,,0,FALSE
CC9A:3,Unused,,,,0,FALSE
CC9A:4,CC0499 RTE,,Norwich B (North) PIIU,499UNK,2580,FALSE
CC9A:5,CC0500 RTE,,,500UNK,2609,FALSE
CC9A:6,CC0531 RTE,,,531UNK,2767,FALSE
CC9A:7,CC0533 RTE,,,533UNK,180,FALSE
CC9A:8,CC0535 RTE,,,535UNK,334,FALSE
CC9B:1,CC0565 RTE,,,565UNK,1430,FALSE
CC9B:2,CC0567 RTE,,,567UNK,1282,FALSE
CC9B:3,CC0570 RTE,,,570UNK,17,FALSE
CC9B:4,CC0572 RTE,,,572UNK,228,FALSE
CC9B:5,CC0574 RTE,,,574UNK,884,FALSE
CC9B:6,CC0576 RTE,,,576UNK,786,FALSE
CC9B:7,CC0578 RTE,,,578UNK,1168,FALSE
CC9B:8,CC0580 RTE,,,580UNK,1100,FALSE
CC9C:1,CC0584 RTE,,,584UNK,1132,FALSE
CC9C:2,CC0586 RTE,,,586UNK,646,FALSE
CC9C:3,CC0588 RTE,,,588UNK,242,FALSE
CC9C:4,CP1491 RTE,XNC East,,1491UNK,196,FALSE
CC9C:5,CP1498 RTE,0501R,,1498UNK,210,FALSE
CC9C:6,CC1775 RTE,0449R,,1755UNK,68,FALSE
CC9C:7,CC1779 RTE,Engn Neck,,1779UNK,0,FALSE
CC9C:8,CC1781 RTE,Hshnt,,1781UNK,14,FALSE
CC9D:1,CC1783 RTE,Line W,,1783UNK,1986,FALSE
CC9D:2,CC1785 RTE,Line C,,1785UNK,2144,FALSE
CC9D:3,CC1787 RTE,Line E,,1787UNK,2307,FALSE
CC9D:4,CC1789 RTE,Fuel Sdg,,1789UNK,18,FALSE
CC9D:5,CC1792 RTE,Cent Sdg,,1792UNK,138,FALSE
CC9D:6,CC0501 RTE,,,501UNK,132,FALSE
CC9D:7,Unused,,,,0,FALSE
CC9D:8,Unused,,,,0,FALSE
CC9E:1,Unused,,,,0,FALSE
CC9E:2,CC0499,,,499DGK,2568,FALSE
CC9E:3,Unused,,,,0,FALSE
CC9E:4,CC0500 Main,,,500DGK,2559,FALSE
CC9E:5,CC0500 Subs,,,500SGK,18,FALSE
CC9E:6,Unused,,,,0,FALSE
CC9E:7,CC0531 Main,,,531DGK,2176,FALSE
CC9E:8,CC0531 Subs,,,531SGK,560,FALSE
CC9F:1,Unused,,,,0,FALSE
CC9F:2,CC0533 Main,,,533DGK,102,FALSE
CC9F:3,CC0533 Subs,,,533SGK,76,FALSE
CC9F:4,Unused,,,,0,FALSE
CC9F:5,CC0535 Main,,,535DGK,214,FALSE
CC9F:6,CC0535 Subs,,,535SGK,116,FALSE
CC9F:7,Unused,,,,0,FALSE
CC9F:8,CC0565 Main,,,565DGK,1304,FALSE
CCA0:1,CC0565 Subs,,,565SGK,114,FALSE
CCA0:2,Unused,,,,0,FALSE
CCA0:3,CC0567 Main,,,567DGK,868,FALSE
CCA0:4,CC0567 Subs,,,567SGK,396,FALSE
CCA0:5,Unused,,,,0,FALSE
CCA0:6,CC0570 Main,,,570DGK,12,FALSE
CCA0:7,CC0570 Subs,,,570SGK,4,FALSE
CCA0:8,Unused,,,,0,FALSE
CCA1:1,CC0572 Main,,,572DGK,170,FALSE
CCA1:2,CC0572 Subs,,,572SGK,58,FALSE
CCA1:3,Unused,,,,0,FALSE
CCA1:4,CC0574 Main,,,574DGK,796,FALSE
CCA1:5,CC0574 Subs,,,574SGK,86,FALSE
CCA1:6,Unused,,,,0,FALSE
CCA1:7,CC0576 Main,,,576DGK,694,FALSE
CCA1:8,CC0576 Subs,,,576SGK,92,FALSE
CCA2:1,Unused,,,,0,FALSE
CCA2:2,CC0578 Main,,,578DGK,1042,FALSE
CCA2:3,CC0578 Subs,,,578SGK,126,FALSE
CCA2:4,Unused,,,,0,FALSE
CCA2:5,CC0580 Main,,,580DGK,1020,FALSE
CCA2:6,CC0580 Subs,,,580SGK,78,FALSE
CCA2:7,Unused,,,,0,FALSE
CCA2:8,CC0584 Main,,,584DGK,1096,FALSE
CCA3:1,CC0584 Subs,,,584SGK,38,FALSE
CCA3:2,Unused,,,,0,FALSE
CCA3:3,CC0586 Main,,,586DGK,510,FALSE
CCA3:4,CC0586 Subs,,,586SGK,134,FALSE
CCA3:5,Unused,,,,0,FALSE
CCA3:6,CC0588 Main,,,588DGK,230,FALSE
CCA3:7,CC0588 Subs,,,588SGK,12,FALSE
CCA3:8,Unused,,,,0,FALSE
CCA4:1,CC1491,,,1491HGK,1436,FALSE
CCA4:2,Unused,,,,0,FALSE
CCA4:3,CC1498,,,1498HGK,208,FALSE
CCA4:4,Unused,,,,0,FALSE
CCA4:5,CC1775,,,1775HGK,66,FALSE
CCA4:6,Unused,,,,0,FALSE
CCA4:7,CC1779,,,1779HGK,0,FALSE
CCA4:8,Unused,,,,0,FALSE
CCA5:1,CC1781,,,1781HGK,14,FALSE
CCA5:2,Unused,,,,0,FALSE
CCA5:3,CC1783,,,1783HGK,1978,FALSE
CCA5:4,Unused,,,,0,FALSE
CCA5:5,CC1785,,,1785HGK,2124,FALSE
CCA5:6,Unused,,,,0,FALSE
CCA5:7,CC1787,,,1787HGK,2286,FALSE
CCA5:8,Unused,,,,0,FALSE
CCA6:1,CC1789,,,1789HGK,18,FALSE
CCA6:2,Unused,,,,0,FALSE
CCA6:3,CC1792,,,1792HGK,138,FALSE
CCA6:4,Unused,,,,0,FALSE
CCA6:5,CC0501,,,501DGK,2620,FALSE
CCA6:6,SP501,,,SP501SGK,0,FALSE
CCA6:7,Unused,,,,0,FALSE
CCA6:8,Unused,,,,0,FALSE
CCA7:1,CC2852N,,,2852NWK,1499,FALSE
CCA7:2,CC2852R,,,2852RWK,1497,FALSE
CCA7:3,CC2854N,CC2853N,,2853NWK,172,FALSE
CCA7:4,CC2854R,CC2853R,,2853RWK,168,FALSE
CCA7:5,CC2854N,,,2854NWK,172,FALSE
CCA7:6,CC2854R,,,2854RWK,168,FALSE
CCA7:7,CC2855N,,,2855NWK,843,FALSE
CCA7:8,CC2855R,,,2855RWK,845,FALSE
CCA8:1,CC2856N,,,2856NWK,16,FALSE
CCA8:2,CC2856R,,,2856RWK,14,FALSE
CCA8:3,CC2857N,,,2857NWK,984,FALSE
CCA8:4,CC2857R,,,2857RWK,1024,FALSE
CCA8:5,CC2858N,,,2858NWK,458,FALSE
CCA8:6,CC2858R,,,2858RWK,456,FALSE
CCA8:7,CC2860N,,,2860NWK,184,FALSE
CCA8:8,CC2860R,,,2860RWK,184,FALSE
CCA9:1,CC2861N,,,2861NWK,409,FALSE
CCA9:2,CC2861R,,,2861RWK,408,FALSE
CCA9:3,CC2863N,,,2863NWK,245,FALSE
CCA9:4,CC2863R,,,2863RWK,246,FALSE
CCA9:5,CC2864N,,,2864NWK,397,FALSE
CCA9:6,CC2864R,,,2864RWK,388,FALSE
CCA9:7,CC2865N,,,2865NWK,35,FALSE
CCA9:8,CC2865R,,,2865RWK,34,FALSE
CCAA:1,CC2866N,,,2866NWK,342,FALSE
CCAA:2,CC2866R,,,2866RWK,356,FALSE
CCAA:3,CC2867N,,,2867NWK,6,FALSE
CCAA:4,CC2867R,,,2867RWK,4,FALSE
CCAA:5,CC2868N,,,2868NWK,25,FALSE
CCAA:6,CC2868R,,,2868RWK,25,FALSE
CCAA:7,CC2871N,,,2871NWK,1026,FALSE
CCAA:8,CC2871R,,,2871RWK,1026,FALSE
CCAB:1,CC2872N,,,2872NWK,1331,FALSE
CCAB:2,CC2872R,,,2872RWK,1331,FALSE
CCAB:3,CC2873N,,,2873NWK,1464,FALSE
CCAB:4,CC2873R,,,2873RWK,1462,FALSE
CCAB:5,CC2874N,,,2874NWK,929,FALSE
CCAB:6,CC2874R,,,2874RWK,971,FALSE
CCAB:7,CC2875N,,,2875NWK,260,FALSE
CCAB:8,CC2875R,,,2875RWK,260,FALSE
CCAC:1,CC2528N,release,,2528NK,252,FALSE
CCAC:2,CC2528R,release,,2528RK,254,FALSE
CCAC:3,CP2528N,actual,,2528NWK,254,FALSE
CCAC:4,CP2528R,actual,,2528RWK,252,FALSE
CCAC:5,CC2528F,,,2528FK,3005,FALSE
CCAC:6,CC2528FKFL,,,2528FKFL,0,FALSE
CCAC:7,CP2531N,,,2531NWK,250,FALSE
CCAC:8,CP2531R,,,2531RWK,252,FALSE
CCAD:1,CC2531F,,,2531FK,4021,FALSE
CCAD:2,CC2531FKFL,,,2531FKFL,0,FALSE
CCAD:3,CC2531N,,,2531NK,218,FALSE
CCAD:4,CC2531R,,,2531RK,220,FALSE
CCAD:5,CC2850N,Recp 2,,2850NK,128,FALSE
CCAD:6,CC2850R,,,2850RK,126,FALSE
CCAD:7,CC2850F,,,2850FK,966,FALSE
CCAD:8,CC2850FKFL,,,2850FKFL,2,FALSE
CCAE:1,CC2851N,Recp 1,,2851NK,133,FALSE
CCAE:2,CC2851R,,,2851RK,136,FALSE
CCAE:3,CC2851F,,,2851FK,1043,FALSE
CCAE:4,CC2851FKFL,,,2851FKFL,0,FALSE
CCAE:5,CC2878N,P2/3 GSP,,2878NK,1,FALSE
CCAE:6,CC2879R,,,2878RK,0,FALSE
CCAE:7,CC2878F,,,2878FK,1765,FALSE
CCAE:8,CC2878FKFL,,,2878FKFL,0,FALSE
CCAF:1,CC2879N,P4/Cent GSP,,2879NK,1,FALSE
CCAF:2,CC2879R,,,2879RK,0,FALSE
CCAF:3,CC2879F,,,2879FK,1132,FALSE
CCAF:4,CC2879FKFL,,,2879FKFL,0,FALSE
CCAF:5,Unused,,,,0,FALSE
CCAF:6,Unused,,,,0,FALSE
CCAF:7,CC0191 RTE,,Manningtree RIIU,191UNK,147,FALSE
CCAF:8,CC0194 RTE,,,194UNK,141,FALSE
CCB0:1,CC0196 RTE,,,196UNK,1268,FALSE
CCB0:2,CC0197 RTE,,,197UNK,3307,FALSE
CCB0:3,CC0198 RTE,,,198UNK,3167,FALSE
CCB0:4,CC0199 RTE,,,199UNK,112,FALSE
CCB0:5,CC0201 RTE,,,201UNK,858,FALSE
CCB0:6,CC0203 RTE,,,203UNK,278,FALSE
CCB0:7,CC0205 RTE,,,205UNK,136,FALSE
CCB0:8,CC0207 RTE,,,207UNK,130,FALSE
CCB1:1,CC0209 RTE,,,209UNK,394,FALSE
CCB1:2,CC0211 RTE,,,211UNK,836,FALSE
CCB1:3,CC0228 RTE,,,228UNK,1330,FALSE
CCB1:4,CC0229 RTE,,,229UNK,30,FALSE
CCB1:5,CC0230 RTE,,,230UNK,28,FALSE
CCB1:6,CC0232 RTE,,,232UNK,10,FALSE
CCB1:7,CC0268 RTE,,,268UNK,572,FALSE
CCB1:8,CC0270 RTE,,,270UNK,54,FALSE
CCB2:1,CC0275 RTE,,,275UNK,21,FALSE
CCB2:2,CC0747 RTE,,,747UNK,2,FALSE
CCB2:3,CC0748 RTE,,,748UNK,0,FALSE
CCB2:4,CC0750 RTE,,,750UNK,0,FALSE
CCB2:5,CC0751 RTE,,,751UNK,2,FALSE
CCB2:6,CC0753 RTE,,,753UNK,0,FALSE
CCB2:7,CC0761 RTE,,,761UNK,0,FALSE
CCB2:8,CC0762 RTE,,,762UNK,0,FALSE
CCB3:1,Unused,,,,0,FALSE
CCB3:2,CC0763 RTE,,,763UNK,2,FALSE
CCB3:3,CC0766 RTE,,,766UNK,6,FALSE
CCB3:4,CC0768 RTE,OOU,,768UNK,0,FALSE
CCB3:5,Unused,,,,0,FALSE
CCB3:6,Unused,,,,0,FALSE
CCB3:7,Unused,,,,0,FALSE
CCB3:8,Unused,,,,0,FALSE
CCB4:1,CC0191,,,S191DGK,3400,FALSE
CCB4:2,Unused,,,,0,FALSE
CCB4:3,CC0194,,,S194DGK,3448,FALSE
CCB4:4,Unused,,,,0,FALSE
CCB4:5,CC0196 Main,,,S196DGK,1254,FALSE
CCB4:6,CC0196 Subs,,,S196OFFK,4,FALSE
CCB4:7,Unused,,,,0,FALSE
CCB4:8,CC0197,,,S197DGK,3281,FALSE
CCB5:1,Unused,,,,0,FALSE
CCB5:2,CC0198,,,S198DGK,3102,FALSE
CCB5:3,Unused,,,,0,FALSE
CCB5:4,CC0199,,,S199DGK,112,FALSE
CCB5:5,Unused,,,,0,FALSE
CCB5:6,CC0201,,,S201DGK,854,FALSE
CCB5:7,Unused,,,,0,FALSE
CCB5:8,CC0203 Main,,,S203DGK,3084,FALSE
CCB6:1,CC0203 Subs,,,S203OFFK,4,FALSE
CCB6:2,Unused,,,,0,FALSE
CCB6:3,CC0205,,,S205DGK,136,FALSE
CCB6:4,Unused,,,,0,FALSE
CCB6:5,CC0207,,,S207DGK,130,FALSE
CCB6:6,Unused,,,,0,FALSE
CCB6:7,CC0209,,,S209DGK,392,FALSE
CCB6:8,Unused,,,,0,FALSE
CCB7:1,CC0211,,,S211DGK,836,FALSE
CCB7:2,Unused,,,,0,FALSE
CCB7:3,CC0228,,,S228DGK,1356,FALSE
CCB7:4,Unused,,,,0,FALSE
CCB7:5,CC0229 Main,,,S229DGK,1342,FALSE
CCB7:6,CC0229 Subs,,,S229OFFK,2,FALSE
CCB7:7,Unused,,,,0,FALSE
CCB7:8,CC0230,,,S230DGK,1354,FALSE
CCB8:1,Unused,,,,0,FALSE
CCB8:2,CC0231,,,S231DGK,1326,FALSE
CCB8:3,Unused,,,,0,FALSE
CCB8:4,CC0232,,,S232DGK,1352,FALSE
CCB8:5,CC0234 Red,,,234RNK,0,FALSE
CCB8:6,Unused,,,,0,FALSE
CCB8:7,CC0234,,,S234DGK,1372,FALSE
CCB8:8,Unused,,,,0,FALSE
CCB9:1,CC0268,,,S268DGK,3407,FALSE
CCB9:2,Unused,,,,0,FALSE
CCB9:3,CC0270,,,S270DGK,3304,FALSE
CCB9:4,CC0273 Red,,,273RNK,0,FALSE
CCB9:5,Unused,,,,0,FALSE
CCB9:6,CC0274 Red,,,274RNK,0,FALSE
CCB9:7,Unused,,,,0,FALSE
CCB9:8,CC0274,,,S274DGK,3196,FALSE
CCBA:1,Unused,,,,0,FALSE
CCBA:2,CC0275,,,S275DGK,3114,FALSE
CCBA:3,CC0276 Red,,,276RNK,0,FALSE
CCBA:4,Unused,,,,0,FALSE
CCBA:5,CC0276,,,S276DGK,3194,FALSE
CCBA:6,Unused,,,,0,FALSE
CCBA:7,CC0747,,,S747OFFK,2,FALSE
CCBA:8,Unused,,,,0,FALSE
CCBB:1,CC0748,,,S748OFFK,0,FALSE
CCBB:2,Unused,,,,0,FALSE
CCBB:3,CC0750,,,S750OFFK,0,FALSE
CCBB:4,Unused,,,,0,FALSE
CCBB:5,CC0751,,,S751OFFK,2,FALSE
CCBB:6,CC0273,,,S273DGK,3156,FALSE
CCBB:7,Unused,,,,0,FALSE
CCBB:8,CC0753,,,S753OFFK,0,FALSE
CCBC:1,Unused,,,,0,FALSE
CCBC:2,CC0761,,,S761OFFK,0,FALSE
CCBC:3,Unused,,,,0,FALSE
CCBC:4,CC0762,,,S762OFFK,0,FALSE
CCBC:5,Unused,,,,0,FALSE
CCBC:6,CC0763,,,S763OFFK,2,FALSE
CCBC:7,Unused,,,,0,FALSE
CCBC:8,CC0766,,,S766OFFK,6,FALSE
CCBD:1,Unused,,,,0,FALSE
CCBD:2,CC0768,OOU,,S768OFFK,0,FALSE
CCBD:3,Unused,,,,0,FALSE
CCBD:4,Unused,,,,0,FALSE
CCBD:5,CC1247N,,,P1247NK,9,FALSE
CCBD:6,CC1247R,,,P1247RK,4,FALSE
CCBD:7,CC1251N,,,P1251NK,349,FALSE
CCBD:8,CC1251R,,,P1251RK,346,FALSE
CCBE:1,CC1252N,,,P1252NK,345,FALSE
CCBE:2,CC1252R,,,P1252RK,336,FALSE
CCBE:3,CC1253N,,,P1253NK,15,FALSE
CCBE:4,CC1253R,,,P1253RK,2,FALSE
CCBE:5,CC1254N,,,P1254NK,383,FALSE
CCBE:6,CC1254R,,,P1254RK,376,FALSE
CCBE:7,CC1255N,,,P1255NK,381,FALSE
CCBE:8,CC1255R,,,P1255RK,378,FALSE
CCBF:1,CC1256N,,,P1256NK,185,FALSE
CCBF:2,CC1256R,,,P1256RK,200,FALSE
CCBF:3,CC1257N,,,P1257NK,827,FALSE
CCBF:4,CC1257R,,,P1257RK,830,FALSE
CCBF:5,CC1258N,,,P1258NK,133,FALSE
CCBF:6,CC1258R,,,P1258RK,132,FALSE
CCBF:7,CC1259N,,,P1259NK,275,FALSE
CCBF:8,CC1259R,,,P1259RK,264,FALSE
CCC0:1,CC1261N,,,P1261NK,201,FALSE
CCC0:2,CC1261R,,,P1261RK,192,FALSE
CCC0:3,CC1262N,,,P1262NK,17,FALSE
CCC0:4,CC1262R,,,P1262RK,8,FALSE
